0.5,3.40E-12
0.475,2.93E-12
0.45,3.00E-12
0.425,3.88E-12
0.4,3.14E-12
0.375,3.07E-12
0.35,3.11E-12
0.325,3.05E-12
0.3,3.01E-12
0.275,3.21E-12
0.25,2.72E-12
0.225,2.77E-12
0.2,3.04E-12
0.175,2.95E-12
0.15,2.22E-12
0.125,2.46E-12
0.1,2.42E-12
0.075,2.07E-12
0.05,1.89E-12
0.025,1.44E-12
-7.45E-09,1.50E-12
-0.025,1.95E-12
-0.05,1.83E-12
-0.075,2.39E-12
-0.1,2.90E-12
-0.125,3.38E-12
-0.15,3.94E-12
-0.175,5.09E-12
-0.2,4.23E-12
-0.225,4.57E-12
-0.25,4.82E-12
-0.275,5.64E-12
-0.3,6.23E-12
-0.325,6.35E-12
-0.35,6.84E-12
-0.375,6.11E-12
-0.4,7.69E-12
-0.425,7.99E-12
-0.45,6.75E-12
-0.475,8.17E-12
-0.5,7.91E-12
