0.5,2.94E-12
0.475,2.84E-12
0.45,3.08E-12
0.425,3.29E-12
0.4,2.67E-12
0.375,2.50E-12
0.35,2.59E-12
0.325,2.25E-12
0.3,2.37E-12
0.275,2.27E-12
0.25,2.53E-12
0.225,2.35E-12
0.2,2.22E-12
0.175,1.98E-12
0.15,2.00E-12
0.125,1.92E-12
0.1,1.73E-12
0.075,1.80E-12
0.05,1.63E-12
0.025,1.39E-12
-7.45E-09,1.17E-12
-0.025,1.40E-12
-0.05,1.59E-12
-0.075,1.75E-12
-0.1,2.32E-12
-0.125,2.76E-12
-0.15,3.18E-12
-0.175,3.48E-12
-0.2,3.81E-12
-0.225,3.94E-12
-0.25,4.03E-12
-0.275,4.07E-12
-0.3,4.58E-12
-0.325,5.67E-12
-0.35,6.51E-12
-0.375,5.54E-12
-0.4,5.85E-12
-0.425,6.63E-12
-0.45,6.36E-12
-0.475,5.80E-12
-0.5,4.77E-12
