0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.3,0.325,0.35,0.375,0.4
0.2,3.3822074160985855e-12,3.415158983033862e-12,3.3252991075359513e-12,3.570793215923643e-12,3.386738381923912e-12,3.368087594627905e-12,3.3058642776157897e-12,3.1477378400317075e-12,3.0895280642961073e-12,2.9223440739296495e-12,2.912127967415582e-12,3.701578518216536e-12,2.8800902633637687e-12,2.587279635408965e-12,0,0
0.175,3.262494972230365e-12,3.317416904228168e-12,3.2279888418604414e-12,3.446896167922834e-12,3.2322046924929734e-12,3.336722661773324e-12,3.2319290600720215e-12,3.088611725162128e-12,2.9826163369339693e-12,2.791339503899819e-12,2.808136004267813e-12,3.411732804044525e-12,2.7147252020394156e-12,2.5111296022280374e-12,0,0
0.15,3.175380074920847e-12,3.1632349369176257e-12,3.1426390297571826e-12,3.352879293072691e-12,3.228724057672987e-12,3.244375394715164e-12,3.049478939107109e-12,2.899923771535013e-12,2.8233265885061286e-12,2.659373177100757e-12,2.6883514743638367e-12,3.2223248976029214e-12,2.786472012185662e-12,2.4810561611897323e-12,0,0
0.125,3.062332767748114e-12,2.969509181008804e-12,2.871408586834329e-12,3.218965550177632e-12,3.028507709322835e-12,3.03458642864932e-12,2.8339996054937835e-12,2.697837913309764e-12,2.637242480043586e-12,2.4698887941823586e-12,2.6304703137728678e-12,3.4852647160197827e-12,2.628108015884128e-12,2.566327666127337e-12,0,0
0.1,2.771516177015172e-12,2.690154159506122e-12,2.7614739630976915e-12,2.969609279899854e-12,2.8082426104892322e-12,2.819396408820157e-12,2.602788371368318e-12,2.499965161149846e-12,2.416188921358563e-12,2.3531481977663564e-12,2.337099251912848e-12,3.094113822916356e-12,2.4812944298792153e-12,2.2489049863374803e-12,0,0
0.075,2.5051018338918977e-12,2.4466000504467907e-12,2.510182715354735e-12,2.7126679319705977e-12,2.5455014936670273e-12,2.5957822040049914e-12,2.401515696592449e-12,2.300272407843893e-12,2.1849543509984894e-12,2.0924908776670793e-12,2.142129493714298e-12,2.7373669554125375e-12,2.2673298452182334e-12,2.1012359438083052e-12,0,0
0.05,2.256556769772203e-12,2.187193723896858e-12,2.191142337650128e-12,2.4571353855613867e-12,2.335999378849123e-12,2.3482900679123077e-12,2.182153432120582e-12,2.1361783032517016e-12,2.09388125929738e-12,1.9034930243309108e-12,1.9956613118313193e-12,2.38120807346307e-12,1.9413312610363056e-12,1.9696137280276647e-12,0,0
0.025,2.05661702489364e-12,2.0482886620063703e-12,2.1366311882344898e-12,2.390825378669651e-12,2.176333394159129e-12,2.2243137915930706e-12,2.078700450540513e-12,2.0248316493933177e-12,1.937210475059989e-12,1.8783344827195507e-12,1.9003740656711457e-12,2.071207471168396e-12,1.8636838242468526e-12,1.7250942187860784e-12,0,0
-0.0,2.035106137546217e-12,2.008915085475913e-12,2.110778734638661e-12,2.452706888665323e-12,2.125427078119934e-12,2.235054681174561e-12,2.073132616334422e-12,1.989585547906089e-12,1.947100098575627e-12,1.8847232962326794e-12,1.9771259334314368e-12,2.0713392852584196e-12,1.9713561352167646e-12,1.8280646667747333e-12,0,0
-0.025,2.172228468137982e-12,2.0526120745686868e-12,2.2178573264968876e-12,2.6231699351202094e-12,2.238118897163225e-12,2.3657939175032456e-12,2.216100134240301e-12,2.1460622963603144e-12,2.0953732251678276e-12,2.0927558414237224e-12,2.1321574563136085e-12,2.2769658352356663e-12,2.144604621518038e-12,1.967191343874415e-12,0,0
-0.05,2.5789594986258077e-12,2.471570305885539e-12,2.6087440185197822e-12,3.015405039151932e-12,2.5058465472523814e-12,2.688582697652327e-12,2.5173720351133353e-12,2.4163987076360566e-12,2.4284526038022432e-12,2.4641164325956504e-12,2.4586659613488733e-12,2.6105247349724676e-12,2.4866418216650217e-12,2.1378616047574962e-12,0,0
-0.075,2.964609432110083e-12,3.0285004487398854e-12,3.0504385441627008e-12,3.53101182645029e-12,2.950157270330918e-12,3.1735793687182975e-12,2.966102705487128e-12,2.989046494778303e-12,2.907754885840748e-12,2.925816750088174e-12,2.967382602894212e-12,3.008139443083187e-12,2.944051269839739e-12,3.4247397842039665e-12,0,0
-0.1,3.5560066089459688e-12,3.5710628002941713e-12,3.523750154406741e-12,3.992496761549784e-12,3.4848450936017463e-12,3.748838822985749e-12,3.598304556983733e-12,3.467746845907427e-12,3.3602338427360386e-12,3.3394984873519476e-12,3.4917756681418954e-12,3.590145256468953e-12,3.4217271002234266e-12,4.003900326567855e-12,0,0
-0.125,4.043578155664785e-12,3.6785481752609925e-12,3.942219321444449e-12,4.6135858692266586e-12,4.065598920488631e-12,4.2769611957095594e-12,4.126404029806624e-12,3.948506443871623e-12,4.101700944340342e-12,4.014296495693868e-12,4.018293774636434e-12,4.09484170330715e-12,4.018342732235035e-12,4.731887377844316e-12,0,0
-0.15,4.644960064733552e-12,4.269700420202386e-12,4.659180084974814e-12,5.25704873284353e-12,4.748432609113474e-12,4.960233317531906e-12,4.804167711318246e-12,4.731474277186125e-12,4.782860188188805e-12,4.672691842955765e-12,4.717444520029528e-12,4.598463563479695e-12,4.738198654350022e-12,5.3647909500945615e-12,0,0
-0.175,5.182584187455293e-12,4.995137107859034e-12,5.29996050296536e-12,5.712005882210101e-12,5.31605473891144e-12,5.624410665559615e-12,5.476689134765375e-12,5.438758138764651e-12,5.7899263075426606e-12,5.465900570037916e-12,5.4091295041757294e-12,5.340811214632053e-12,5.539956231022246e-12,6.270981086878643e-12,0,0
-0.2,5.758239034015963e-12,5.826586657285424e-12,6.010919707120925e-12,6.1329006844406485e-12,5.8743380110306924e-12,6.231719944207234e-12,6.058105921224282e-12,5.917525879448575e-12,6.4040303802167595e-12,6.1214675674689846e-12,6.208628425560752e-12,5.810479943609137e-12,6.267902256746342e-12,6.9531029849552055e-12,0,0
-0.225,6.360779637857705e-12,6.431328148231452e-12,6.565503287734977e-12,6.731965238953097e-12,6.743462733014014e-12,6.878876937498743e-12,6.697378276628576e-12,6.737314087000543e-12,6.7507824487344995e-12,6.6296047445419936e-12,6.849455322704083e-12,6.273078419196315e-12,7.0757864252638016e-12,7.035118588638685e-12,0,0
-0.25,7.0551217336801685e-12,6.946198784785865e-12,7.51676258552584e-12,7.24495862979023e-12,7.185710888658605e-12,7.323648885528874e-12,7.2268223943918656e-12,7.395495782611637e-12,7.380443136533762e-12,7.365907813115856e-12,7.332370869548605e-12,7.114245021380513e-12,8.012113535631153e-12,8.603990438166993e-12,0,0
-0.275,7.792833213448335e-12,7.483030487514317e-12,7.8388869932076e-12,7.71104784757929e-12,7.634840558739491e-12,7.764168311972694e-12,7.853995538816728e-12,8.102569258607402e-12,8.015600084027908e-12,8.22711094531345e-12,8.064528984565097e-12,7.69069375386346e-12,8.629527598268377e-12,9.193718232759613e-12,0,0
-0.3,8.337976709195811e-12,8.23164690409996e-12,8.394481586586908e-12,8.119713898998371e-12,8.289121228227788e-12,8.346962057307793e-12,8.473743892648144e-12,8.534187868997255e-12,8.715219451459243e-12,9.037301628554609e-12,8.604047386235876e-12,8.451886195201453e-12,9.321275648641057e-12,9.730472411283086e-12,0,0
-0.325,8.55728462640953e-12,9.022616252410986e-12,8.776297029732397e-12,8.325354787555916e-12,8.643374904728919e-12,8.630439397887906e-12,8.92929684372599e-12,9.187137814683482e-12,9.201978359550098e-12,9.50246843773227e-12,9.410328600261081e-12,8.510424923779757e-12,9.277495860805384e-12,9.597278383286162e-12,0,0
-0.35,9.023845959070635e-12,9.2328791690774e-12,9.368149425643696e-12,8.666742083123143e-12,9.174070630556769e-12,8.967034388100978e-12,9.298610311094189e-12,9.397555340778956e-12,9.537355177055396e-12,9.602653942290754e-12,1.0117007064109002e-11,9.34370302291787e-12,9.903207011910127e-12,1.0367351569939399e-11,0,0
-0.375,9.600059362889435e-12,9.87697926275941e-12,9.497868306691358e-12,8.615938117428514e-12,9.552969768238911e-12,9.252611673385484e-12,9.635746396939632e-12,9.877682954226711e-12,1.004966696886155e-11,1.0080934168970701e-11,1.01077659989837e-11,9.284013171356592e-12,1.0334467672599615e-11,1.0584908969812742e-11,0,0
-0.4,1.0146881438943613e-11,1.0488237458911321e-11,9.841435623412531e-12,9.174766643573296e-12,9.690785127267639e-12,9.699183078317668e-12,9.991028219362736e-12,1.0334509163328987e-11,1.0406217142682649e-11,1.0674943131418936e-11,1.0609680787855274e-11,9.548337442212743e-12,1.0673573766769808e-11,1.07610271754369e-11,0,0
-0.425,1.0374815989735687e-11,1.0639645784001177e-11,1.0204774904908362e-11,9.065437598576132e-12,1.0163671018333237e-11,9.95885918470065e-12,1.0393514188127102e-11,1.062306655297718e-11,1.0850290565573878e-11,1.1342756054103523e-11,1.062507016455963e-11,9.18816255772288e-12,1.081051527549489e-11,1.0500252723597453e-11,0,0
-0.45,1.1142314136089769e-11,1.0977390202372977e-11,1.0808489798474886e-11,9.527173402679639e-12,1.06962287234165e-11,1.0330991467633145e-11,1.0852236676559288e-11,1.1405467946623475e-11,1.1712339566251132e-11,1.2190718690492462e-11,1.1437974135118362e-11,1.0140985685948103e-11,1.1411954328246604e-11,1.0631788296740805e-11,0,0
-0.475,1.0881544106704157e-11,1.0988470899625772e-11,1.0912165127549944e-11,9.664862369958805e-12,1.1124453273030149e-11,1.077695720926192e-11,1.1198921403498415e-11,1.1425172071078857e-11,1.1290956278923997e-11,1.2563336956367065e-11,1.2173809476438402e-11,1.0099448624186802e-11,1.1525901134749176e-11,1.2012031101847644e-11,0,0
-0.5,1.1099248401308669e-11,1.1093784974400603e-11,1.0851945185335235e-11,9.860327168469271e-12,1.1247249780386899e-11,1.0718955495339412e-11,1.1309675707794434e-11,1.1765163568108541e-11,1.2271068684730848e-11,1.3168932344264274e-11,1.2411140895663457e-11,9.927893057682501e-12,1.1708014366586655e-11,1.2013234658141356e-11,0,0
