0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.3,0.325,0.35,0.375,0.4
0.5,3.429982384949886e-12,3.358511118598963e-12,3.4863822373648513e-12,3.5443064769691837e-12,3.5437746294439945e-12,3.3461579231813885e-12,3.305764246943891e-12,3.1986277563116942e-12,3.091378040564255e-12,2.8352411575188482e-12,3.020539777659167e-12,3.543025412498452e-12,2.8485733172942776e-12,2.6201293164070136e-12,0,0
0.475,3.3779956038371715e-12,3.342008364694614e-12,3.4138307488300946e-12,3.5069793636137685e-12,3.4210077776812366e-12,3.407902319528718e-12,3.3498152780457934e-12,3.1918120831083777e-12,2.9763595809263902e-12,2.7285307654604115e-12,2.9360853150607112e-12,3.6185102308243146e-12,2.9380089254522627e-12,2.6044473301732186e-12,0,0
0.45,3.3503637861611913e-12,3.2346766662703686e-12,3.3486459735247116e-12,3.4425142174547295e-12,3.374579984589474e-12,3.419527644088078e-12,3.392213887122812e-12,3.213561705820421e-12,2.990588838315369e-12,2.7720764269579648e-12,3.0339940832642694e-12,3.615870864206336e-12,3.034456652682379e-12,2.7122579372430106e-12,0,0
0.425,3.455814172954023e-12,3.3325405636652565e-12,3.4044984539985836e-12,3.4922067948978723e-12,3.4213826854124858e-12,3.417874513484447e-12,3.364984913199572e-12,3.24976009023748e-12,3.0407869297999254e-12,2.8317462458768683e-12,3.1248604370672374e-12,3.828719312329269e-12,2.9738400234352273e-12,2.702734128601735e-12,0,0
0.4,3.549182448823942e-12,3.433759664951086e-12,3.4326072576758672e-12,3.662671861543245e-12,3.4496115777991634e-12,3.4285153986313543e-12,3.348754458121154e-12,3.1671525291721893e-12,3.0076605890559668e-12,2.8334966652295434e-12,3.157301203284055e-12,3.8953574689591204e-12,3.0242756214825607e-12,2.609374280946369e-12,0,0
0.375,3.6221959450196866e-12,3.621932033670056e-12,3.591436680374101e-12,3.7819382617246185e-12,3.553930675752768e-12,3.424365876815534e-12,3.3347521961669773e-12,3.3495906887111484e-12,3.1763759451707713e-12,2.986644516185424e-12,3.1613058867268358e-12,3.877011938971639e-12,3.1165007500614213e-12,2.6686537733646733e-12,0,0
0.35,3.5393204574269075e-12,3.5744049268170664e-12,3.5439767370304657e-12,3.81309506174626e-12,3.5560085857934584e-12,3.4141674442812023e-12,3.38704036234786e-12,3.311682403619637e-12,3.2035351678187693e-12,3.1169781932305684e-12,3.2095418631300987e-12,3.680131758106391e-12,3.1088124078229323e-12,2.7442516341348005e-12,0,0
0.325,3.5907387903113775e-12,3.81386025145477e-12,3.5864110844818204e-12,3.719932268687565e-12,3.5535792797777725e-12,3.4089081164251295e-12,3.4255528185763344e-12,3.408122573681185e-12,3.2525254028518254e-12,3.1174867548500754e-12,3.2555342255454763e-12,3.842880016220208e-12,3.0861420183458356e-12,2.735878882858189e-12,0,0
0.3,3.5923238113079665e-12,3.827992456893591e-12,3.646166832800094e-12,3.823169741164936e-12,3.522936452984804e-12,3.4512838591279837e-12,3.424340430512618e-12,3.3298489544593963e-12,3.2779522374503517e-12,3.103288520308617e-12,3.2599402123261698e-12,3.7582286267974564e-12,3.110788707620439e-12,2.6505729105382864e-12,0,0
0.275,3.6022396118094884e-12,3.65056712543568e-12,3.545957025599053e-12,3.770690406997179e-12,3.527206906069561e-12,3.4467307496036026e-12,3.4411990490164586e-12,3.3667673070917302e-12,3.326782675861305e-12,3.1587227636845114e-12,3.1882819577379262e-12,3.788289301717958e-12,3.0189836486730236e-12,2.6008687827849902e-12,0,0
0.25,3.6243413817843143e-12,3.6924885429292465e-12,3.4549974934524344e-12,3.707262809034687e-12,3.4494832846782618e-12,3.4751192127397093e-12,3.445884771163588e-12,3.3058875795066633e-12,3.2853230082749417e-12,3.0423157732370437e-12,3.1056614483353923e-12,3.748743720167325e-12,3.037964968932104e-12,2.7658529443852935e-12,0,0
0.225,3.4807472714740442e-12,3.561289884811417e-12,3.3741450600089118e-12,3.5732707316234813e-12,3.4259182458284407e-12,3.430459297018829e-12,3.3923486660118153e-12,3.2778301207205072e-12,3.202862371619907e-12,3.0315535498490286e-12,3.0052497793378913e-12,3.720280839861671e-12,2.9184342615606574e-12,2.677073066046767e-12,0,0
